gene location;strand;Ensembl ID;Gene Symbol;sum direct regulation score (-16..0..16);sum direct target (0..16);Literature (Table S1);Wei 2006 5-FU HCT116;Smeenk 2011 Actinomycin D U2OS ;Smeenk 2011 etoposide U2OS ;Nikulenkov 2012 Nutlin-3a MCF-7;Menendez 2013 Nutlin-3a U2OS;Menendez 2013 doxorubicin U2OS;Schlereth 2013 p53 SAOS-2;Allen 2014 Nutlin-3a HCT116;Janky 2014 iRegulon Nutlin-3a MCF-7;McDade 2014 cisplatin HFK;McDade 2014 doxorubicin HFK;Wang 2014 5-FU HCT116;Rashi-Elkeles 2014 IR CAL51;Chang 2014 mix HCT116;Younger 2015 doxorubicin fibroblasts;Fischer 2016 meta-analysis;Literature (Table S1);Wei 2006 5-FU HCT116;Smeenk 2011 Actinomycin D U2OS ;Smeenk 2011 etoposide U2OS ;Nikulenkov 2012 Nutlin-3a MCF-7;Menendez 2013 Nutlin-3a U2OS;Menendez 2013 doxorubicin U2OS;Schlereth 2013 p53 SAOS-2;Allen 2014 Nutlin-3a HCT116;Janky 2014 Nutlin-3a iRegulon MCF-7;McDade 2014 cisplatin HFK;McDade 2014 doxorubicin HFK;Wang 2014 5-FU HCT116;Rashi-Elkeles 2014 IR CAL51;Chang 2014 mix HCT116;Younger 2015 doxorubicin fibroblasts;Fischer 2016 meta-analysis;p53 ChIP 25kb sum (0..15);p53 ChIP 5kb sum (0..15);p53 ChIP 2.5kb sum (0..15);p53 Expression Score (-20..0..20)
chr7:128784711-128809534;+;ENSG00000158457;TSPAN33;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;2;2;1
chrX:99883794-99891794;-;ENSG00000000003;TSPAN6;1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;up;---;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9;0;0;6
chr12:3186520-3395730;+;ENSG00000011105;TSPAN9;1;1;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;1;1;3
chr6:116571130-116575261;-;ENSG00000187189;TSPYL4;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;3
chr22:19118320-19120136;+;ENSG00000206203;TSSK2;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
chr17:15902693-15932723;+;ENSG00000011295;TTC19;1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;up;---;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3
chr4:147628178-147867034;-;ENSG00000137473;TTC29;1;1;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;2
chr18:21594383-21715574;+;ENSG00000168234;TTC39C;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;3;3;1
chr17:72209695-72258157;+;ENSG00000141540;TTYH2;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;1;1;0
chr7:2671602-2704436;+;ENSG00000136295;TTYH3;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;7;7;7;4
chr9:25676386-25678856;-;ENSG00000198680;TUSC1;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;2;2
chr6:139561198-139613208;-;ENSG00000164440;TXLNB;1;1;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-1
chr22:36863092-36877687;-;ENSG00000100348;TXN2;1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;up;---;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;2
chr9:12693385-12710266;+;ENSG00000107165;TYRP1;1;1;up;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3
chr10:71897732-71906496;-;ENSG00000156521;TYSND1;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;2;5
chr10:99258767-99330960;+;ENSG00000165886;UBTD1;1;1;up;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
chr2:24163375-24223693;+;ENSG00000173960;UBXN2A;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;1;1;-2
chr3:48599150-48601201;-;ENSG00000145040;UCN2;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7
chr13:38923941-38937143;+;ENSG00000120686;UFM1;1;1;---;---;---;---;up;---;---;---;---;---;---;---;---;---;---;---;---;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;6;3;5
chr7:100486343-100487339;-;ENSG00000176125;UFSP1;1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;up;---;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9;2;2;3
chr2:234600253-234681314;+;ENSG00000167165;UGT1A6;1;1;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;3
chr12:132379278-132407707;+;ENSG00000177169;ULK1;1;1;up;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;4
chr21:43491425-43563105;+;ENSG00000177398;UMODL1;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;1;1;0
chr9:35161988-35405332;+;ENSG00000198722;UNC13B;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;9
chr5:176237559-176307899;+;ENSG00000113763;UNC5A;1;1;up;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0
chr17:73780808-73821886;+;ENSG00000132478;UNK;1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;up;---;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;10;10;10;2
chr11:119225924-119252436;-;ENSG00000036672;USP2;1;1;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;2;0;2
chr17:5031686-5078324;+;ENSG00000129204;USP6;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
chr6:149068270-149398126;+;ENSG00000111962;UST;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
chr17:8062464-8066293;-;ENSG00000220205;VAMP2;1;1;---;---;up;---;---;---;---;---;---;---;---;---;---;---;---;---;---;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;1;1
chr16:4421848-4433529;+;ENSG00000274334;VASN;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;3
chr10:135051407-135055433;+;ENSG00000151650;VENTX;1;1;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;14;0;0;0
chr7:100805789-100808852;-;ENSG00000128564;VGF;1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;3;3;-2
chr3:42544103-42579065;+;ENSG00000114812;VIPR1;1;1;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;2
chr7:55538305-55640200;-;ENSG00000154978;VOPP1;1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;up;---;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;13;13;13;2
chr11:60897727-60928916;-;ENSG00000167987;VPS37C;1;1;---;---;---;---;up;---;---;---;---;---;---;---;---;---;---;---;---;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0
chr1:150039341-150117505;+;ENSG00000136631;VPS45;1;1;---;---;---;---;up;---;---;---;---;---;---;---;---;---;---;---;---;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;3;3;-1
chrX:107288199-107322414;+;ENSG00000101842;VSIG1;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2
chr7:73248920-73256855;-;ENSG00000165171;WBSCR27;1;1;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;4;0;9
chr5:37379411-37752774;+;ENSG00000082068;WDR70;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
chr17:1628124-1641893;+;ENSG00000276021;WDR81;1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;4;4;10
chr16:699362-717829;+;ENSG00000161996;WDR90;1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;up;---;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;-4
chr20:43738092-43743813;-;ENSG00000175121;WFDC5;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;2;1;2
chr17:66417421-66453653;-;ENSG00000070540;WIPI1;1;1;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;11
chr8:134203281-134243932;+;ENSG00000104415;WISP1;1;1;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;8;0;0;-1
chr22:46316247-46373008;-;ENSG00000188064;WNT7B;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;-1
chr1:228109164-228135676;-;ENSG00000143816;WNT9A;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;3;3;4
chr1:3547330-3566671;-;ENSG00000116213;WRAP73;1;1;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;1;1;7
chr12:108523510-108644313;+;ENSG00000075035;WSCD2;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
chr8:87354993-87480178;+;ENSG00000123124;WWP1;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4;4;4
chr2:31557187-31637611;-;ENSG00000158125;XDH;1;1;---;---;---;up;---;---;---;---;---;---;---;---;---;---;---;---;---;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;5
chrX:2670092-2734541;+;ENSG00000124343;XG;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7
chr16:17196180-17564738;-;ENSG00000103489;XYLT1;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-2
chr11:101981191-102104154;+;ENSG00000137693;YAP1;1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;5;5;5
chr17:57409052-57479095;+;ENSG00000175155;YPEL2;1;1;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;2;11
chr2:98330030-98356323;+;ENSG00000115085;ZAP70;1;1;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0
chr3:166958076-167098085;-;ENSG00000169064;ZBBX;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7;7;7;1
chr14:105266932-105271048;+;ENSG00000179627;ZBTB42;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;4;3;-1
chr1:154975201-154991001;+;ENSG00000160685;ZBTB7B;1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9;9;9;0
chr1:32930657-32953459;+;ENSG00000273274;ZBTB8B;1;1;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
chr11:109964086-110042566;+;ENSG00000149289;ZC3H12C;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
chr2:113033177-113097640;+;ENSG00000188177;ZC3H6;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;2;3
chr22:41697566-41756151;+;ENSG00000100403;ZC3H7B;1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10;1;1;0
chr7:138710451-138720775;-;ENSG00000146858;ZC3HAV1L;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;-2
chr1:52888947-53018762;-;ENSG00000134744;ZCCHC11;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;3;0;-4
chr10:81142082-81205383;-;ENSG00000165424;ZCCHC24;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1
chr16:67428321-67450339;-;ENSG00000159714;ZDHHC1;1;1;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;2
chrX:128937263-128977910;-;ENSG00000188706;ZDHHC9;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6
chr19:39897486-39900045;+;ENSG00000128016;ZFP36;1;1;up;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4
chr14:69254371-69262960;-;ENSG00000185650;ZFP36L1;1;1;---;---;---;---;up;---;---;---;---;---;---;---;---;---;---;---;---;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;6;6;2
chr19:36882860-36909550;-;ENSG00000181007;ZFP82;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1
chr16:88520013-88601574;+;ENSG00000179588;ZFPM1;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;3;3;7
chr22:30126944-30162969;-;ENSG00000100319;ZMAT5;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2
chr20:45838380-45985474;-;ENSG00000101040;ZMYND8;1;1;---;---;---;---;up;---;---;---;---;---;---;---;---;---;---;---;---;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;11;3;2;-2
chr20:52183609-52199707;-;ENSG00000171940;ZNF217;1;1;---;---;---;---;up;---;---;---;---;---;---;---;---;---;---;---;---;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;3
chr19:45574757-45579688;-;ENSG00000170684;ZNF296;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;1;-1
chr16:58028572-58033762;-;ENSG00000166188;ZNF319;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;5
chr10:43084554-43133992;-;ENSG00000196693;ZNF33B;1;1;---;---;---;---;up;---;---;---;---;---;---;---;---;---;---;---;---;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;3
chr19:37717365-37734574;+;ENSG00000188283;ZNF383;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;6
chr2:180306710-180726232;-;ENSG00000144331;ZNF385B;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;-4
chr7:148799877-148823438;-;ENSG00000204947;ZNF425;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;4;3;6
chr19:12125531-12146525;-;ENSG00000197647;ZNF433;1;1;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;7
chr1:23685940-23694879;-;ENSG00000125945;ZNF436;1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;up;---;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;10;0;0;9
chr1:23695463-23698330;+;ENSG00000249087;ZNF436-AS1;1;1;---;---;---;---;up;---;---;---;---;---;---;---;---;---;---;---;---;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;2
chr19:2841432-2860472;+;ENSG00000186300;ZNF555;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4
chr19:12636185-12662327;-;ENSG00000249709;ZNF564;1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;4;4;7
chr19:58920062-58929692;+;ENSG00000171574;ZNF584;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;2
chr19:37641000-37663615;-;ENSG00000196967;ZNF585A;1;1;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2
chr8:182199-197339;+;ENSG00000172748;ZNF596;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;10;0;0;6
chr19:53268747-53290034;-;ENSG00000189190;ZNF600;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10
chr19:53206065-53238307;-;ENSG00000213020;ZNF611;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;8;8;0;2
chr7:99156447-99174076;+;ENSG00000197343;ZNF655;1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;4;1;3
chr19:56950692-56988770;-;ENSG00000198046;ZNF667;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;6
chr17:80787309-80797931;-;ENSG00000141579;ZNF750;1;1;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;3;5
chr7:149128453-149158053;-;ENSG00000196453;ZNF777;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0
chr7:99070514-99085217;+;ENSG00000198556;ZNF789;1;1;---;---;---;---;up;---;---;---;---;---;---;---;---;---;---;---;---;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0
chr19:9800813-9811493;-;ENSG00000224689;ZNF812P;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2
chr11:64883874-64885170;-;ENSG00000174276;ZNHIT2;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;8;7;1;0
chr7:76054271-76071388;+;ENSG00000188372;ZP3;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;4;4;3
chr6:28292514-28303911;-;ENSG00000235109;ZSCAN31;1;1;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;-2
chr1:53192130-53293013;+;ENSG00000162378;ZYG11B;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2
chr2:169312834-169631152;+;ENSG00000172292;CERS6;0;4;up;---;down;---;---;---;---;---;---;---;down;up;---;---;---;---;---;1;0;-1;0;0;0;0;0;0;0;-1;1;0;0;0;0;0;14;14;0;-1
chr14:24105572-24114848;+;ENSG00000100867;DHRS2;0;4;---;---;down;down;---;---;---;---;---;---;---;up;---;---;---;up;---;0;0;-1;-1;0;0;0;0;0;0;0;1;0;0;0;1;0;12;12;0;-1
chr3:20081523-20195896;+;ENSG00000114166;KAT2B;0;4;---;down;---;---;---;---;---;up;---;---;down;---;up;---;---;---;---;0;-1;0;0;0;0;0;1;0;0;-1;0;1;0;0;0;0;4;3;3;12
chr1:204485506-204527248;+;ENSG00000198625;MDM4;0;4;---;down;---;---;up;---;---;---;---;---;---;up;---;---;---;down;---;0;-1;0;0;1;0;0;0;0;0;0;1;0;0;0;-1;0;13;4;4;1
chr3:37034840-37092337;+;ENSG00000076242;MLH1;0;4;up;down;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;1;-1;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;8;7;7;-3
chr10:52065344-52383737;-;ENSG00000198964;SGMS1;0;4;---;---;---;---;---;---;---;up;---;---;down;down;up;---;---;---;---;0;0;0;0;0;0;0;1;0;0;-1;-1;1;0;0;0;0;3;3;3;1
chr7:138145078-138270332;+;ENSG00000122779;TRIM24;0;4;---;down;---;---;---;---;---;---;---;---;down;up;---;---;---;up;---;0;-1;0;0;0;0;0;0;0;0;-1;1;0;0;0;1;0;0;0;0;2
chr10:115803805-115806667;+;ENSG00000043591;ADRB1;0;2;---;up;---;---;---;---;---;down;---;---;---;---;---;---;---;---;---;0;1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;8;0;0;-1
chr4:87856153-88062206;+;ENSG00000172493;AFF1;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;1;0;0;0
chr12:48866447-48866843;+;ENSG00000139223;ANP32D;0;2;---;down;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0
chr2:69240275-69476459;+;ENSG00000169604;ANTXR1;0;2;---;---;---;---;---;---;---;---;---;up;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;-1;0;0;0;0;0;0;1;1;1;1
chr15:51200868-51298097;+;ENSG00000081014;AP4E1;0;2;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;up;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;1;0;6;5;5;3
chr4:148653452-148993927;+;ENSG00000071205;ARHGAP10;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;2;2;2;2
chr2:219081873-219119071;+;ENSG00000163466;ARPC2;0;2;---;---;---;---;up;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;1;0;0;0;0;0;-1;0;0;0;0;0;0;4;4;4;2
chr10:104629209-104661655;+;ENSG00000214435;AS3MT;0;2;---;---;---;---;---;---;---;---;---;---;---;down;---;---;---;up;---;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;1;0;9;0;0;-2
chr8:124332090-124408705;-;ENSG00000156802;ATAD2;0;2;---;---;---;---;up;down;---;---;---;---;---;---;---;---;---;---;---;0;0;0;0;1;-1;0;0;0;0;0;0;0;0;0;0;0;4;4;4;-18
chr2:23971533-24149936;-;ENSG00000119778;ATAD2B;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;5;4;4;0
chr4:47487409-47595503;+;ENSG00000145246;ATP10D;0;2;---;---;---;---;---;---;---;---;---;up;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;-1;0;0;0;0;0;0;1;0;0;5
chr18:55313658-55470327;-;ENSG00000081923;ATP8B1;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;2;2;1;0
