Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Age,embryo,Genotype,source_name,tissue
SRR6462013,RNA-Seq,43,151279719,PRJNA429574,SAMN08349895,161961274,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3552217,GSM2930270,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930270,SRP128877,embryonic day 6.25,embryo 23,C57BL/6J (F)x CAST/EiJ (M),Embryo,Embryo
SRR6462015,RNA-Seq,43,53298801,PRJNA429574,SAMN08349898,57451988,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552219,GSM2930272,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930272,SRP128877,embryonic day 6.25,embryo 23,C57BL/6J (F)x CAST/EiJ (M),Embryo,Embryo
SRR6462044,RNA-Seq,43,152584855,PRJNA429574,SAMN08349932,159755943,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552248,GSM2930301,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930301,SRP128877,embryonic day 6.25,embryo 24,C57BL/6J (F)x CAST/EiJ (M),Embryo,Embryo
SRR6462054,RNA-Seq,43,109757285,PRJNA429574,SAMN08350017,117893867,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3552258,GSM2930311,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930311,SRP128877,embryonic day 6.25,embryo 24,C57BL/6J (F)x CAST/EiJ (M),Embryo,Embryo
SRR6462063,RNA-Seq,43,85855821,PRJNA429574,SAMN08350008,91474421,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3552267,GSM2930320,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930320,SRP128877,embryonic day 6.25,embryo 24,C57BL/6J (F)x CAST/EiJ (M),Embryo,Embryo
SRR6462080,RNA-Seq,43,22921838,PRJNA429574,SAMN08350424,28096362,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552284,GSM2930337,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930337,SRP128877,embryonic day 6.25,embryo 25,C57BL/6J (F)x CAST/EiJ (M),Embryo,Embryo
SRR6462092,RNA-Seq,43,152881684,PRJNA429574,SAMN08350412,160579281,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3552296,GSM2930349,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930349,SRP128877,embryonic day 6.25,embryo 25,C57BL/6J (F)x CAST/EiJ (M),Embryo,Embryo
SRR6462097,RNA-Seq,43,50068082,PRJNA429574,SAMN08350407,53278183,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552301,GSM2930354,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930354,SRP128877,embryonic day 6.25,embryo 25,C57BL/6J (F)x CAST/EiJ (M),Embryo,Embryo
SRR6462099,RNA-Seq,43,38842932,PRJNA429574,SAMN08350405,41377481,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3552303,GSM2930356,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930356,SRP128877,embryonic day 6.25,embryo 25,C57BL/6J (F)x CAST/EiJ (M),Embryo,Embryo
SRR6462101,RNA-Seq,43,71304062,PRJNA429574,SAMN08350278,75484920,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3552305,GSM2930358,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930358,SRP128877,embryonic day 6.25,embryo 25,C57BL/6J (F)x CAST/EiJ (M),Embryo,Embryo
SRR6462117,RNA-Seq,43,505529801,PRJNA429574,SAMN08350265,534965061,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3552321,GSM2930374,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930374,SRP128877,embryonic day 6.5,embryo 5,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462119,RNA-Seq,43,372258998,PRJNA429574,SAMN08350263,393063788,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3552323,GSM2930376,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930376,SRP128877,embryonic day 6.5,embryo 5,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462155,RNA-Seq,43,234367587,PRJNA429574,SAMN08350439,245676575,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552359,GSM2930412,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930412,SRP128877,embryonic day 6.5,embryo 5,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462162,RNA-Seq,43,632890856,PRJNA429574,SAMN08350499,633260736,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX3552366,GSM2930419,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930419,SRP128877,embryonic day 6.5,embryo 6,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462173,RNA-Seq,43,382249059,PRJNA429574,SAMN08350491,414102717,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552377,GSM2930430,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930430,SRP128877,embryonic day 6.5,embryo 6,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462178,RNA-Seq,43,445490578,PRJNA429574,SAMN08350486,480114115,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3552382,GSM2930435,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930435,SRP128877,embryonic day 6.5,embryo 6,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462182,RNA-Seq,43,985230577,PRJNA429574,SAMN08350482,1003300646,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552386,GSM2930439,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930439,SRP128877,embryonic day 6.5,embryo 6,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462186,RNA-Seq,43,46413813,PRJNA429574,SAMN08350478,52335728,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3552390,GSM2930443,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930443,SRP128877,embryonic day 6.5,embryo 6,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462201,RNA-Seq,43,129303064,PRJNA429574,SAMN08350463,145646269,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3552405,GSM2930458,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930458,SRP128877,embryonic day 6.5,embryo 6,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462212,RNA-Seq,43,536720023,PRJNA429574,SAMN08350524,556243964,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3552416,GSM2930469,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930469,SRP128877,embryonic day 6.5,embryo 8,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462215,RNA-Seq,43,420226358,PRJNA429574,SAMN08350521,444755316,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3552419,GSM2930472,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930472,SRP128877,embryonic day 6.5,embryo 8,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462244,RNA-Seq,43,260822778,PRJNA429574,SAMN08349942,279896769,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552448,GSM2930501,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930501,SRP128877,embryonic day 6.5,embryo 8,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462248,RNA-Seq,43,107993855,PRJNA429574,SAMN08349938,117838646,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552452,GSM2930505,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930505,SRP128877,embryonic day 6.5,embryo 8,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462272,RNA-Seq,43,436528217,PRJNA429574,SAMN08350300,461837774,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552476,GSM2930529,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930529,SRP128877,embryonic day 6.5,embryo 8,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462275,RNA-Seq,43,434078765,PRJNA429574,SAMN08350297,460330436,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3552479,GSM2930532,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930532,SRP128877,embryonic day 6.5,embryo 8,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462279,RNA-Seq,43,239474697,PRJNA429574,SAMN08350293,254510138,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX3552483,GSM2930536,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930536,SRP128877,embryonic day 6.5,embryo 8,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462281,RNA-Seq,43,229682264,PRJNA429574,SAMN08350188,246110386,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX3552485,GSM2930538,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930538,SRP128877,embryonic day 6.5,embryo 8,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462288,RNA-Seq,43,108487968,PRJNA429574,SAMN08350181,93552347,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3552492,GSM2930545,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930545,SRP128877,embryonic day 6.5,embryo 10,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462311,RNA-Seq,43,170765470,PRJNA429574,SAMN08350158,122734674,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3552515,GSM2930568,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930568,SRP128877,embryonic day 6.5,embryo 10,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462320,RNA-Seq,43,163658430,PRJNA429574,SAMN08350153,126047864,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX3552524,GSM2930577,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930577,SRP128877,embryonic day 6.5,embryo 10,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462327,RNA-Seq,43,68023850,PRJNA429574,SAMN08350146,75525883,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3552531,GSM2930584,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930584,SRP128877,embryonic day 6.5,embryo 10,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462332,RNA-Seq,43,35082195,PRJNA429574,SAMN08350141,38632647,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552536,GSM2930589,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930589,SRP128877,embryonic day 6.5,embryo 10,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462334,RNA-Seq,43,43800574,PRJNA429574,SAMN08350139,48195939,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX3552538,GSM2930591,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930591,SRP128877,embryonic day 6.5,embryo 10,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462366,RNA-Seq,43,119956025,PRJNA429574,SAMN08350193,92405673,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3552570,GSM2930623,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930623,SRP128877,embryonic day 6.5,embryo 26,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462377,RNA-Seq,43,185992114,PRJNA429574,SAMN08350509,138690586,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552581,GSM2930634,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930634,SRP128877,embryonic day 6.5,embryo 26,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462379,RNA-Seq,43,148938240,PRJNA429574,SAMN08350507,110674157,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3552583,GSM2930636,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930636,SRP128877,embryonic day 6.5,embryo 26,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462382,RNA-Seq,43,216770783,PRJNA429574,SAMN08350504,158825842,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX3552586,GSM2930639,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930639,SRP128877,embryonic day 6.5,embryo 26,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462403,RNA-Seq,43,149590464,PRJNA429574,SAMN08350620,111191849,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3552607,GSM2930660,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930660,SRP128877,,,,,
SRR6462416,RNA-Seq,43,66181257,PRJNA429574,SAMN08350607,52012713,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552620,GSM2930673,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930673,SRP128877,embryonic day 6.5,embryo 26,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462433,RNA-Seq,43,315721093,PRJNA429574,SAMN08350554,350589800,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX3552637,GSM2930690,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930690,SRP128877,embryonic day 6.5,embryo 27,CAST/EiJ (F) x C57BL/6J (M),Embryo,Embryo
SRR6462442,RNA-Seq,43,270147500,PRJNA429574,SAMN08350545,305170401,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3552646,GSM2930699,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930699,SRP128877,embryonic day 6.5,embryo 27,CAST/EiJ (F) x C57BL/6J (M),Embryo,Embryo
SRR6462472,RNA-Seq,43,49483798,PRJNA429574,SAMN08350728,55733041,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552676,GSM2930729,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930729,SRP128877,embryonic day 6.5,embryo 27,CAST/EiJ (F) x C57BL/6J (M),Embryo,Embryo
SRR6462473,RNA-Seq,43,261973802,PRJNA429574,SAMN08350727,287647635,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3552677,GSM2930730,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930730,SRP128877,embryonic day 6.5,embryo 27,CAST/EiJ (F) x C57BL/6J (M),Embryo,Embryo
SRR6462508,RNA-Seq,43,216994555,PRJNA429574,SAMN08350575,243621681,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552712,GSM2930765,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930765,SRP128877,embryonic day 6.5,embryo 28,CAST/EiJ (F) x C57BL/6J (M),Embryo,Embryo
SRR6462512,RNA-Seq,43,80349069,PRJNA429574,SAMN08350571,91014400,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3552716,GSM2930769,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930769,SRP128877,embryonic day 6.5,embryo 28,CAST/EiJ (F) x C57BL/6J (M),Embryo,Embryo
SRR6462522,RNA-Seq,43,399835973,PRJNA429574,SAMN08350699,435323606,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552726,GSM2930779,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930779,SRP128877,embryonic day 6.5,embryo 28,CAST/EiJ (F) x C57BL/6J (M),Embryo,Embryo
SRR6462540,RNA-Seq,43,123974289,PRJNA429574,SAMN08350681,149593241,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552744,GSM2930797,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930797,SRP128877,embryonic day 6.5,embryo 28,CAST/EiJ (F) x C57BL/6J (M),Embryo,Embryo
SRR6462552,RNA-Seq,43,233886202,PRJNA429574,SAMN08350635,261565798,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX3552756,GSM2930809,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930809,SRP128877,embryonic day 6.5,embryo 28,CAST/EiJ (F) x C57BL/6J (M),Embryo,Embryo
SRR6462565,RNA-Seq,43,85758426,PRJNA429574,SAMN08350622,101895522,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3552769,GSM2930822,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930822,SRP128877,embryonic day 6.5,embryo 28,CAST/EiJ (F) x C57BL/6J (M),Embryo,Embryo
SRR6462578,RNA-Seq,43,222805360,PRJNA429574,SAMN08350703,258735985,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX3552782,GSM2930835,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930835,SRP128877,embryonic day 6.5,embryo 28,CAST/EiJ (F) x C57BL/6J (M),Embryo,Embryo
SRR6462584,RNA-Seq,43,142519630,PRJNA429574,SAMN08350784,167048281,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX3552788,GSM2930841,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930841,SRP128877,embryonic day 6.5,embryo 28,CAST/EiJ (F) x C57BL/6J (M),Embryo,Embryo
SRR6462587,RNA-Seq,43,116734508,PRJNA429574,SAMN08350788,137974701,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552791,GSM2930844,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930844,SRP128877,embryonic day 6.5,embryo 28,CAST/EiJ (F) x C57BL/6J (M),Embryo,Embryo
SRR6462591,RNA-Seq,43,94564955,PRJNA429574,SAMN08350783,111913074,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3552795,GSM2930848,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930848,SRP128877,embryonic day 6.5,embryo 28,CAST/EiJ (F) x C57BL/6J (M),Embryo,Embryo
SRR6462620,RNA-Seq,43,101599927,PRJNA429574,SAMN08350760,118971043,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX3552824,GSM2930877,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930877,SRP128877,embryonic day 6.5,embryo 28,CAST/EiJ (F) x C57BL/6J (M),Embryo,Embryo
SRR6462629,RNA-Seq,43,137058587,PRJNA429574,SAMN08350751,159809527,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552833,GSM2930886,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930886,SRP128877,embryonic day 6.5,embryo 28,CAST/EiJ (F) x C57BL/6J (M),Embryo,Embryo
SRR6462634,RNA-Seq,43,134694103,PRJNA429574,SAMN08350746,155904062,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552838,GSM2930891,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930891,SRP128877,embryonic day 6.5,embryo 28,CAST/EiJ (F) x C57BL/6J (M),Embryo,Embryo
SRR6462636,RNA-Seq,43,141867879,PRJNA429574,SAMN08350744,165268680,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX3552840,GSM2930893,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930893,SRP128877,embryonic day 6.5,embryo 28,CAST/EiJ (F) x C57BL/6J (M),Embryo,Embryo
SRR6462681,RNA-Seq,43,62494781,PRJNA429574,SAMN08351002,73758371,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3552885,GSM2930938,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930938,SRP128877,embryonic day 6.5,embryo 26,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462803,RNA-Seq,43,95972259,PRJNA429574,SAMN08350924,112952304,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3553007,GSM2931060,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2931060,SRP128877,embryonic day 6.5,embryo 29,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462863,RNA-Seq,43,52114624,PRJNA429574,SAMN08350804,61830392,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3553067,GSM2931120,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2931120,SRP128877,embryonic day 6.5,embryo 29,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
