Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM2930350	"Mouse embryo cell EB_1684"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552297"	SRX3552297	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930351	"Mouse embryo cell EB_1685"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552298"	SRX3552298	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930352	"Mouse embryo cell EB_1686"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552299"	SRX3552299	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930353	"Mouse embryo cell EB_1687"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552300"	SRX3552300	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930354	"Mouse embryo cell EB_1688"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552301"	SRX3552301	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930355	"Mouse embryo cell EB_1690"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552302"	SRX3552302	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930356	"Mouse embryo cell EB_1689"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552303"	SRX3552303	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930357	"Mouse embryo cell EB_1691"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552304"	SRX3552304	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930358	"Mouse embryo cell EB_1692"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552305"	SRX3552305	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930359	"Mouse embryo cell EB_1694"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552306"	SRX3552306	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930360	"Mouse embryo cell EB_1696"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552307"	SRX3552307	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930361	"Mouse embryo cell EB_216"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552308"	SRX3552308	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930362	"Mouse embryo cell EB_217"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552309"	SRX3552309	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930363	"Mouse embryo cell EB_218"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552310"	SRX3552310	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930364	"Mouse embryo cell EB_219"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552311"	SRX3552311	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930365	"Mouse embryo cell EB_220"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552312"	SRX3552312	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930366	"Mouse embryo cell EB_221"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552313"	SRX3552313	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930367	"Mouse embryo cell EB_223"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552314"	SRX3552314	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930368	"Mouse embryo cell EB_222"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552315"	SRX3552315	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930369	"Mouse embryo cell EB_224"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552316"	SRX3552316	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930370	"Mouse embryo cell EB_226"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552317"	SRX3552317	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930371	"Mouse embryo cell EB_225"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552318"	SRX3552318	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930372	"Mouse embryo cell EB_227"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552319"	SRX3552319	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930373	"Mouse embryo cell EB_228"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552320"	SRX3552320	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930374	"Mouse embryo cell EB_229"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552321"	SRX3552321	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930375	"Mouse embryo cell EB_231"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552322"	SRX3552322	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930376	"Mouse embryo cell EB_230"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552323"	SRX3552323	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930377	"Mouse embryo cell EB_233"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552324"	SRX3552324	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930378	"Mouse embryo cell EB_232"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552325"	SRX3552325	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930379	"Mouse embryo cell EB_234"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552326"	SRX3552326	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930380	"Mouse embryo cell EB_235"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552327"	SRX3552327	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930381	"Mouse embryo cell EB_236"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552328"	SRX3552328	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930382	"Mouse embryo cell EB_237"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552329"	SRX3552329	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930383	"Mouse embryo cell EB_239"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552330"	SRX3552330	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930384	"Mouse embryo cell EB_241"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552331"	SRX3552331	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930385	"Mouse embryo cell EB_240"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552332"	SRX3552332	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930386	"Mouse embryo cell EB_242"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552333"	SRX3552333	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930387	"Mouse embryo cell EB_243"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552334"	SRX3552334	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930388	"Mouse embryo cell EB_244"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552335"	SRX3552335	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930389	"Mouse embryo cell EB_245"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552336"	SRX3552336	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930390	"Mouse embryo cell EB_247"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552337"	SRX3552337	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930391	"Mouse embryo cell EB_248"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552338"	SRX3552338	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930392	"Mouse embryo cell EB_249"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552339"	SRX3552339	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930393	"Mouse embryo cell EB_250"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552340"	SRX3552340	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930394	"Mouse embryo cell EB_251"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552341"	SRX3552341	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930395	"Mouse embryo cell EB_254"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552342"	SRX3552342	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930396	"Mouse embryo cell EB_253"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552343"	SRX3552343	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930397	"Mouse embryo cell EB_258"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552344"	SRX3552344	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930398	"Mouse embryo cell EB_259"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552345"	SRX3552345	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930399	"Mouse embryo cell EB_257"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552346"	SRX3552346	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930400	"Mouse embryo cell EB_255"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552347"	SRX3552347	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930401	"Mouse embryo cell EB_256"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552348"	SRX3552348	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930402	"Mouse embryo cell EB_260"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552349"	SRX3552349	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930403	"Mouse embryo cell EB_261"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552350"	SRX3552350	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930404	"Mouse embryo cell EB_263"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552351"	SRX3552351	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930405	"Mouse embryo cell EB_262"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552352"	SRX3552352	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930406	"Mouse embryo cell EB_265"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552353"	SRX3552353	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930407	"Mouse embryo cell EB_268"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552354"	SRX3552354	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930408	"Mouse embryo cell EB_269"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552355"	SRX3552355	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930409	"Mouse embryo cell EB_271"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552356"	SRX3552356	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930410	"Mouse embryo cell EB_273"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552357"	SRX3552357	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930411	"Mouse embryo cell EB_274"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552358"	SRX3552358	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930412	"Mouse embryo cell EB_275"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552359"	SRX3552359	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930413	"Mouse embryo cell EB_276"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552360"	SRX3552360	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930414	"Mouse embryo cell EB_278"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552361"	SRX3552361	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930415	"Mouse embryo cell EB_277"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552362"	SRX3552362	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930416	"Mouse embryo cell EB_279"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552363"	SRX3552363	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930417	"Mouse embryo cell EB_284"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552364"	SRX3552364	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930418	"Mouse embryo cell EB_288"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552365"	SRX3552365	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930419	"Mouse embryo cell EB_280"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552366"	SRX3552366	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930420	"Mouse embryo cell EB_283"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552367"	SRX3552367	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930421	"Mouse embryo cell EB_286"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552368"	SRX3552368	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930422	"Mouse embryo cell EB_272"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552369"	SRX3552369	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930423	"Mouse embryo cell EB_290"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552370"	SRX3552370	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930424	"Mouse embryo cell EB_291"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552371"	SRX3552371	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930425	"Mouse embryo cell EB_293"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552372"	SRX3552372	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930426	"Mouse embryo cell EB_294"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552373"	SRX3552373	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930427	"Mouse embryo cell EB_295"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552374"	SRX3552374	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930428	"Mouse embryo cell EB_289"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552375"	SRX3552375	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930429	"Mouse embryo cell EB_296"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552376"	SRX3552376	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930430	"Mouse embryo cell EB_297"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552377"	SRX3552377	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930431	"Mouse embryo cell EB_302"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552378"	SRX3552378	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930432	"Mouse embryo cell EB_303"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552379"	SRX3552379	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930433	"Mouse embryo cell EB_301"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552380"	SRX3552380	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930434	"Mouse embryo cell EB_304"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552381"	SRX3552381	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930435	"Mouse embryo cell EB_306"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552382"	SRX3552382	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930436	"Mouse embryo cell EB_307"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552383"	SRX3552383	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930437	"Mouse embryo cell EB_308"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552384"	SRX3552384	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930438	"Mouse embryo cell EB_312"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552385"	SRX3552385	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930439	"Mouse embryo cell EB_305"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552386"	SRX3552386	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930440	"Mouse embryo cell EB_313"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552387"	SRX3552387	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930441	"Mouse embryo cell EB_314"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552388"	SRX3552388	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930442	"Mouse embryo cell EB_315"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552389"	SRX3552389	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930443	"Mouse embryo cell EB_316"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552390"	SRX3552390	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930444	"Mouse embryo cell EB_317"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552391"	SRX3552391	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930445	"Mouse embryo cell EB_318"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552392"	SRX3552392	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930446	"Mouse embryo cell EB_319"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552393"	SRX3552393	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930447	"Mouse embryo cell EB_320"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552394"	SRX3552394	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930448	"Mouse embryo cell EB_321"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552395"	SRX3552395	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930449	"Mouse embryo cell EB_322"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552396"	SRX3552396	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930450	"Mouse embryo cell EB_323"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552397"	SRX3552397	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930451	"Mouse embryo cell EB_324"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552398"	SRX3552398	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930452	"Mouse embryo cell EB_325"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552399"	SRX3552399	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930453	"Mouse embryo cell EB_327"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552400"	SRX3552400	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930454	"Mouse embryo cell EB_329"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552401"	SRX3552401	"Qiaolin Deng"	"Feb 04, 2019"
